,result
100950,1
100953,1
100956,1
100957,1
100959,1
100960,1
100966,1
100967,1
100968,1
100975,1
100979,1
100980,1
100990,1
100993,1
100994,1
100998,1
101001,1
101002,1
101003,1
101004,1
101013,1
101014,1
101015,1
101017,1
101020,1
101030,1
101031,1
101032,1
101041,1
101043,1
101045,1
101048,1
101050,1
101053,1
101054,1
101063,1
101064,1
101069,1
101071,1
101072,1
101073,1
101079,1
101092,1
101095,1
101096,1
101104,1
101105,1
101117,1
101118,1
101126,1
101130,1
101133,1
101143,1
101156,1
101174,1
101179,1
101182,1
101190,1
101191,1
101192,1
101202,1
101203,1
101206,1
101211,1
101215,1
101216,1
101220,1
101225,1
101227,1
101231,0
101242,1
101244,1
101253,1
101254,1
101259,1
101264,1
101265,1
101273,1
101277,1
101278,1
101287,1
101288,1
101293,1
101294,1
101304,1
101307,1
101342,1
101343,1
101344,1
101352,1
101354,0
101360,1
101362,1
101364,1
101367,1
101368,1
101375,1
101379,1
101380,1
101381,1
101383,1
101387,1
101388,1
101394,1
101396,1
101399,1
101401,1
101404,1
101405,1
101410,1
101422,1
101423,1
101424,1
101433,1
101436,1
101437,1
101443,1
101445,1
101458,1
101463,1
101465,1
101467,1
101469,1
101475,1
101476,1
101479,1
101480,1
101481,1
101485,1
101488,1
101489,1
101492,1
101496,1
101498,1
101516,1
101518,1
101519,1
101520,1
101530,0
101531,1
101534,1
101539,1
101544,1
101545,1
101546,1
101553,1
101555,1
101556,1
101565,1
101568,1
101571,1
101572,1
101580,1
101583,1
101586,1
101591,1
101597,1
101599,1
101600,1
101601,1
101602,1
101610,1
101611,1
101615,1
101621,1
101625,1
101627,1
101635,1
101644,1
101652,1
101657,1
101659,1
101669,1
101674,1
101692,1
101693,1
101694,1
101697,1
101698,1
101705,1
101713,1
101717,1
101720,1
101721,1
101722,1
101725,0
101732,1
101737,1
101745,1
101753,1
101761,1
101768,1
101790,1
101795,1
101811,1
101812,1
101813,1
101821,1
101833,1
101838,1
101839,1
101843,1
101847,1
101850,1
101851,1
101854,1
101861,1
101864,1
101865,1
101867,1
101868,1
101881,1
101883,1
101888,1
101896,1
101900,1
101901,1
101903,1
101904,1
101913,1
101914,1
101915,1
101916,1
101921,1
101934,1
101935,1
101936,1
101940,1
101941,1
101944,1
101947,1
101948,1
101955,1
101958,1
101959,1
101966,1
101968,1
101989,1
101996,1
101999,1
102008,1
102010,1
102011,1
102012,1
102015,1
102016,0
102017,1
102021,1
102026,1
102032,0
102037,1
102049,1
102051,1
102055,1
102062,1
102063,1
102067,1
102076,1
102083,1
102084,1
102088,1
102091,1
102099,1
102102,1
102103,1
102104,1
102113,1
102114,1
102121,1
102122,1
102135,1
102138,1
102164,1
102166,1
102167,1
102169,1
102181,1
102182,1
102184,1
102187,1
102188,1
102194,1
102197,1
102201,1
102202,1
102205,1
102206,1
102212,1
102221,1
102222,1
102230,1
102236,1
102237,1
102238,1
102247,1
102250,1
102252,1
102253,1
102255,1
102262,1
102263,1
102264,1
102265,1
102272,0
102287,1
102288,1
102289,1
102302,1
102303,1
102308,1
102314,1
102323,1
102324,1
102331,1
102340,1
102345,1
102346,1
102352,1
102353,1
102354,1
102361,1
102363,1
102368,1
102373,0
102375,0
102378,1
102380,0
102381,0
102382,1
102383,1
102384,1
102397,1
102398,1
102409,1
102415,1
102421,1
102426,1
102428,1
102429,1
102430,1
102436,1
102437,1
102438,1
102452,1
102456,1
102462,1
102468,1
102469,1
102470,0
102471,0
102475,1
102479,1
102480,1
102483,1
102488,1
102490,1
102491,1
102492,1
102493,1
102498,1
102500,1
102509,1
102517,1
102519,1
102523,1
102539,1
102540,1
102550,1
102552,1
102556,1
102562,1
102565,1
102568,1
102569,1
102570,1
102575,1
102582,1
102583,1
102596,1
102599,1
102600,1
102601,1
102602,1
102604,1
102611,1
102613,1
102614,1
102615,1
102619,1
102623,1
102624,1
102625,1
102642,1
102655,1
102657,1
102661,1
102666,1
102681,1
102682,1
102689,1
102693,1
102703,1
102714,1
102719,1
102720,1
102722,1
102728,1
102733,1
102735,1
102742,1
102743,1
102744,1
102746,1
102747,1
102748,1
102753,1
102755,1
102764,1
102767,1
102768,1
102773,1
102781,1
102782,1
102784,1
102791,1
102800,1
102810,1
102812,1
102813,1
102818,1
102819,1
102825,1
102826,1
102829,1
102830,1
102832,1
102833,1
102841,1
102854,1
102855,1
102869,1
102872,1
102879,1
102882,1
102885,1
102895,1
102903,1
102908,1
102910,1
102911,1
102912,1
102913,1
102916,1
102918,1
102921,1
102922,1
102925,1
102926,1
102927,1
102937,1
102943,1
102944,1
102949,1
102956,1
102960,1
102965,1
102968,1
102974,1
102976,1
102980,1
102995,1
103001,1
103003,1
103006,1
103013,1
103014,1
103017,1
103027,1
103030,1
103031,1
103039,1
103040,1
103043,1
103058,1
103075,1
103076,0
103079,0
103083,1
103094,1
103097,0
103099,1
103100,1
103102,1
103134,0
103140,1
103141,1
103146,1
103152,1
103155,1
103156,1
103160,1
103163,1
103175,1
103176,1
103177,1
103185,1
103188,1
103189,1
103192,1
103197,1
103200,1
103202,1
103203,1
103205,1
103210,1
103211,1
103222,1
103233,1
103244,1
103247,1
103249,1
103250,1
103253,1
103257,1
103258,1
103262,0
103263,0
103267,1
103280,1
103287,1
103288,1
103307,1
103308,1
103311,0
103316,1
103318,1
103319,1
103325,1
103328,1
103331,1
103337,1
103339,1
103346,1
103352,1
103360,1
103365,1
103366,0
103371,1
103378,1
103379,1
103381,1
103385,1
103386,1
103388,0
103390,1
103398,1
103399,1
103408,1
103410,1
103413,1
103414,1
103416,1
103417,1
103418,0
103428,1
103435,1
103444,1
103448,1
103451,1
103457,1
103458,1
103463,1
103465,1
103473,1
103474,1
103482,1
103483,1
103486,1
103492,1
103494,0
103496,1
103509,1
103514,0
103520,1
103527,1
103529,1
103530,1
103531,1
103532,1
103536,1
103542,1
103547,1
103550,1
103552,1
103565,1
103568,1
103571,1
103576,1
103577,1
103578,1
103580,1
103581,1
103583,1
103594,1
103616,1
103623,1
103625,1
103627,1
103641,1
103653,1
103663,1
103666,1
103667,1
103681,1
103686,1
103687,1
103688,1
103705,1
103707,1
103713,1
103714,1
103723,1
103724,1
103731,1
103738,1
103739,1
103747,1
103754,1
103755,1
103758,1
103772,0
103773,0
103775,1
103780,1
103784,1
103791,0
103804,1
103806,1
103807,1
103808,1
103811,1
103812,1
103813,0
103819,1
103821,1
103850,1
103852,1
103855,1
103858,1
103860,1
103861,1
103865,1
103872,1
103877,1
103878,1
103881,0
103883,1
103884,1
103885,1
103888,1
103892,1
103901,1
103908,1
103909,1
103911,0
103915,1
103916,1
103929,1
103930,0
103940,1
103944,1
103945,1
103948,1
103949,1
103956,1
103957,1
103963,1
103965,1
103968,1
103970,1
103971,1
103977,1
103981,1
103989,1
103993,1
103994,1
104003,1
104004,1
104007,1
104008,1
104009,1
104010,1
104025,1
104028,0
104044,1
104057,1
104060,1
104063,1
104064,1
104068,1
104083,0
104088,1
104089,1
104091,1
104096,1
104097,1
104101,1
104102,1
104105,1
104111,1
104112,1
104114,1
104115,1
104126,0
104129,1
104131,1
104138,1
104145,1
104146,1
104162,1
104164,1
104165,1
104171,1
104172,1
104173,1
104174,1
104185,0
104191,1
104196,1
104203,0
104219,1
104223,1
104225,1
104230,1
104231,1
104233,1
104236,1
104243,1
104249,1
104251,1
104255,1
104264,1
104268,1
104270,1
104277,1
104279,1
104281,1
104283,1
104285,1
104289,1
104290,1
104300,1
104305,1
104314,1
104315,1
104318,1
104319,1
104320,1
104321,1
104339,1
104345,1
104347,1
104353,1
104354,1
104355,1
104362,1
104363,1
104365,0
104367,1
104368,1
104369,1
104370,1
104373,1
104376,1
104377,1
104378,1
104383,1
104389,1
104395,1
104402,1
104413,1
104421,0
104423,1
104425,0
104427,1
104433,1
104435,0
104436,1
104437,1
104443,1
104451,1
104453,1
104454,1
104462,1
104474,1
104475,1
104479,1
104487,1
104492,1
104493,1
104494,1
104506,1
104507,1
104513,0
104518,1
104523,1
104535,1
104538,1
104539,1
104542,1
104544,1
104546,1
104547,1
104550,1
104555,1
104556,1
104558,1
104564,0
104565,0
104568,1
104579,1
104584,0
104585,0
104588,1
104591,1
104594,1
104598,1
104607,1
104609,1
104614,1
104615,0
104618,1
104619,1
104631,1
104632,1
104636,1
104641,1
104642,1
104649,1
104651,0
104652,0
104653,1
104656,1
104660,0
104661,1
104662,1
104663,1
104665,1
104667,1
104668,1
104670,1
104671,1
104672,1
104674,1
104675,1
104676,1
104685,1
104686,1
104687,1
104695,1
104696,1
104697,1
104699,1
104702,1
104703,1
104714,1
104715,1
104718,1
104726,1
104729,1
104734,1
104735,1
104736,1
104737,1
104741,1
104746,1
104753,1
104761,1
104768,1
104769,1
104770,0
104778,1
104779,1
104782,1
104784,1
104786,1
104790,1
104793,1
104794,1
104798,1
104801,1
104811,0
104812,1
104826,1
104827,0
104828,0
104840,1
104850,1
104851,1
104854,1
104860,1
104867,1
104874,0
104875,1
104877,1
104881,0
104882,0
104885,1
104886,1
104898,1
104901,1
104902,1
104904,1
104913,1
104916,1
104919,1
104927,1
104932,1
104938,1
104939,1
104941,1
104946,1
104957,1
104972,1
104973,1
104974,1
104978,1
104979,1
104986,0
105001,1
105008,1
105009,1
105014,1
105022,1
105026,1
105028,0
105031,1
105032,1
105033,1
105036,1
105037,1
105052,1
105055,1
105067,1
105072,1
105078,1
105080,1
105081,1
105083,1
105084,1
105085,1
105089,1
105091,1
105093,1
105095,1
105097,0
105122,1
105123,1
105127,1
105128,1
105129,1
105130,1
105132,0
105133,1
105134,1
105144,0
105146,1
105158,1
105168,1
105169,1
105174,1
105180,1
105188,0
105204,1
105206,1
105213,1
105214,1
105225,1
105236,1
105238,1
105239,1
105261,1
105265,1
105267,1
105273,1
105276,1
105280,1
105289,1
105290,1
105291,1
105292,1
105296,1
105297,1
105317,1
105329,1
105330,1
105338,1
105339,1
105345,1
105346,1
105356,1
105361,1
105362,1
105367,1
105368,1
105369,1
105376,1
105377,1
105387,1
105393,1
105407,1
105410,1
105414,1
105419,1
105422,1
105435,1
105436,1
105439,1
105440,1
105443,0
105444,0
105450,0
105456,0
105458,0
105463,1
105468,1
105476,1
105481,1
105483,1
105497,1
105498,1
105501,1
105502,1
105512,1
105514,1
105523,1
105542,1
105543,1
105549,1
105550,1
105555,1
105563,1
105565,1
105577,1
105581,0
105582,0
105583,1
105586,0
105600,1
105601,1
105603,1
105604,1
105608,1
105617,1
105629,1
105653,1
105659,1
105664,1
105669,0
105670,0
105688,1
105693,1
105701,0
105703,1
105708,0
105717,1
105730,1
105733,1
105734,1
105741,1
105746,1
105747,1
105752,1
105766,1
105775,1
105778,1
105779,1
105786,1
105788,1
105789,1
105794,0
105795,0
105797,1
105798,1
105799,1
105800,1
105808,1
105809,1
105810,1
105823,1
105825,1
105832,1
105837,1
105838,1
105841,1
105843,1
105850,1
105855,1
105856,1
105863,1
105866,1
105867,1
105873,1
105881,1
105886,1
105887,1
105889,1
105894,1
105901,1
105903,1
105904,1
105905,1
105916,1
105924,1
105925,1
105932,0
105938,0
105939,0
105943,1
105956,1
105960,1
105978,1
105981,1
105996,1
106001,1
106004,0
106011,1
106014,1
106015,1
106018,1
106025,1
106027,1
106028,1
106029,1
106040,0
106042,0
106044,1
106056,1
106057,1
106066,1
106079,1
106080,1
106104,1
106107,1
106109,1
106112,1
106113,1
106115,1
106116,1
106122,1
106123,1
106135,1
106142,1
106144,1
106172,1
106173,1
106174,1
106175,1
106177,1
106178,1
106187,0
106193,1
106197,1
106198,1
106204,1
106205,1
106207,1
106210,1
106219,1
106220,1
106231,1
106247,1
106248,1
106257,1
106258,1
106259,1
106262,1
106263,1
106264,1
106273,1
106276,1
106283,1
106297,1
106304,1
106307,1
106313,1
106314,1
106316,0
106317,1
106320,1
106327,1
106333,1
106334,0
106337,1
106339,1
106343,1
106358,1
106376,1
106377,1
106385,1
106389,1
106406,1
106409,1
106410,1
106412,1
106421,0
106422,0
106424,1
106425,1
106432,1
106433,0
106434,0
106437,1
106452,1
106457,1
106458,1
106459,0
106466,1
106474,1
106477,1
106479,1
106480,1
106484,1
106485,1
106503,1
106506,1
106507,1
106508,1
106519,1
106534,1
106538,0
106539,1
106554,1
106563,1
106565,1
106566,1
106567,1
106577,1
106588,1
106593,1
106596,1
106597,1
106604,1
106612,1
106624,1
106628,1
106641,1
106647,1
106651,1
106653,1
106654,1
106656,1
106664,1
106667,1
106673,1
106685,1
106687,0
106694,1
106697,1
106698,1
106700,1
106704,1
106705,1
106711,1
106712,1
106713,1
106725,0
106731,1
106732,1
106736,1
106747,1
106748,1
106751,1
106753,1
106754,1
106764,1
106765,1
106768,1
106769,0
106770,0
106771,1
106776,1
106777,1
106780,1
106781,1
106782,1
106791,1
106792,1
106806,1
106808,1
106825,1
106839,1
106843,1
106851,1
106858,0
106859,0
106861,1
106870,1
106873,1
106878,0
106883,1
106888,1
106899,1
106905,0
106906,0
106912,1
106914,1
106916,1
106920,1
106931,1
106934,1
106935,0
106943,1
106948,1
106952,1
106956,1
106957,1
106959,1
106960,1
106961,1
106964,1
106965,0
106981,1
106983,1
106984,1
106987,1
106992,1
106994,1
106995,1
106999,1
107009,1
107013,1
107019,1
107036,1
107037,1
107043,1
107058,1
107066,1
107067,1
107094,0
107110,0
107111,0
107118,1
107119,1
107124,1
107130,1
107131,1
107133,1
107137,1
107138,1
107139,1
107143,0
107149,1
107150,1
107152,0
107153,0
107157,1
107161,1
107167,1
107170,0
107171,1
107173,1
107180,1
107181,1
107189,0
107198,1
107199,1
107200,1
107211,1
107214,1
107217,1
107221,1
107223,1
107226,1
107227,1
107231,1
107234,1
107241,1
107259,1
107263,1
107274,1
107281,1
107290,1
107292,1
107296,0
107317,0
107320,1
107322,1
107325,1
107327,0
107328,0
107331,1
107332,1
107339,1
107344,1
107345,1
107364,1
107365,0
107371,1
107372,1
107373,0
107389,1
107393,0
107400,0
107405,1
107409,1
107426,1
107429,1
107439,1
107440,1
107441,1
107443,0
107444,1
107450,1
107455,1
107456,1
107458,1
107465,0
107478,1
107479,1
107480,1
107496,1
107502,1
107503,1
107507,1
107509,1
107514,1
107517,1
107522,0
107523,0
107524,1
107531,1
107532,1
107535,1
107536,1
107539,1
107544,1
107552,1
107556,1
107557,1
107558,1
107559,1
107574,1
107583,1
107594,1
107603,1
107604,1
107608,1
107619,1
107626,1
107634,1
107636,1
107643,1
107646,1
107656,1
107666,0
107669,1
107670,1
107675,1
107680,1
107687,1
107694,1
107695,1
107710,1
107721,1
107723,1
107726,1
107729,1
107735,1
107741,1
107747,1
107753,1
107754,1
107762,0
107766,0
107788,1
107789,1
107790,1
107791,1
107804,1
107805,1
107808,1
107818,1
107822,1
107826,1
107838,1
107841,1
107851,1
107854,0
107871,1
107873,0
107874,1
107880,1
107885,1
107886,1
107890,1
107892,1
107898,1
107906,1
107915,1
107916,1
107917,1
107918,1
107921,1
107927,1
107931,1
107940,1
107948,1
107951,1
107955,1
107959,1
107960,1
107962,1
107973,1
107975,1
107981,1
107983,1
107984,1
107991,1
107994,1
108000,1
108001,1
108026,1
108031,1
108033,1
108034,1
108036,1
108039,1
108043,1
108052,0
108057,1
108062,1
108064,1
108068,1
108078,1
108079,1
108095,0
108096,1
108099,1
108101,1
108122,1
108131,1
108132,1
108144,1
108147,0
108148,1
108156,0
108181,1
108190,1
108192,1
108205,0
108207,1
108214,1
108217,1
108221,1
108226,0
108227,0
108235,1
108236,0
108244,1
108246,1
108263,1
108267,1
108271,1
108274,0
108275,1
108282,1
108283,1
108284,1
108290,1
108294,1
108295,1
108313,0
108314,1
108317,0
108325,1
108332,1
108333,1
108335,0
108336,0
108339,0
108345,0
108354,1
108355,1
108359,1
108364,1
108365,1
108379,1
108380,1
108381,1
108415,0
108416,1
108424,0
108426,1
108436,1
108455,1
108470,1
108471,1
108481,1
108494,1
108495,1
108501,1
108502,1
108503,1
108509,1
108512,0
108520,1
108525,1
108537,1
108540,1
108545,1
108559,1
108560,1
108564,1
108566,1
108569,1
108585,1
108608,1
108623,1
108625,1
108630,1
108642,1
108644,1
108649,0
108651,1
108653,1
108658,1
108659,1
108661,1
108663,1
108671,1
108679,1
108683,1
108684,1
108686,0
108687,1
108696,1
108705,1
108707,1
108708,1
108711,1
108717,1
108739,0
108741,1
108744,1
108748,1
108754,1
108755,1
108774,1
108779,0
108785,1
108787,1
108791,1
108811,1
108816,1
108822,1
108823,1
108826,1
108834,1
108839,1
108855,0
108860,1
108861,1
108874,1
108875,1
108880,1
108887,1
108901,1
108910,1
108923,1
108941,1
108944,1
108945,1
108954,1
108957,0
108960,0
108966,1
108967,1
108968,1
108969,1
108973,1
108974,1
108975,1
108982,1
108984,0
108989,1
108993,1
108998,1
109000,1
109004,1
109006,1
109007,1
109016,1
109020,1
109021,0
109063,1
109064,1
109066,0
109069,1
109077,1
109081,1
109082,1
109085,1
109086,1
109092,0
109096,1
109097,1
109109,1
109114,1
109123,1
109124,0
109134,0
109135,1
109136,1
109139,1
109140,1
109142,1
109146,1
109156,1
109165,1
109171,1
109172,1
109178,1
109181,1
109185,1
109191,1
109195,1
109196,1
109197,1
109200,1
109208,1
109209,1
109215,0
109216,0
109217,1
109219,1
109221,1
109222,1
109234,0
109242,1
109245,1
109247,1
109248,1
109259,1
109260,1
109261,0
109262,1
109280,1
109281,1
109286,0
109291,1
109292,1
109296,1
109302,1
109303,1
109307,1
109309,1
109312,0
109314,1
109315,1
109318,1
109334,0
109335,0
109338,0
109340,1
109343,1
109346,0
109351,1
109355,1
109357,1
109358,1
109365,1
109370,1
109371,1
109388,1
109407,1
109408,1
109412,1
109424,1
109428,1
109429,1
109440,1
109442,1
109443,1
109458,0
109463,1
109464,1
109470,1
109476,1
109477,1
109480,1
109486,0
109488,1
109494,1
109495,1
109499,1
109505,1
109507,0
109509,1
109518,0
109525,1
109531,0
109532,0
109533,1
109541,1
109548,1
109549,1
109554,1
109561,1
109570,1
109587,1
109591,1
109594,1
109595,1
109600,0
109603,1
109607,1
109611,1
109617,1
109619,1
109629,0
109630,1
109648,1
109655,1
109658,0
109661,1
109677,1
109684,1
109687,1
109690,1
109692,1
109695,1
109699,1
109717,0
109720,1
109731,0
109746,1
109751,1
109754,1
109763,1
109764,1
109771,1
109772,1
109774,0
109781,1
109783,1
109805,1
109807,0
109811,1
109813,1
109836,0
109841,1
109847,0
109857,1
109858,1
109859,1
109872,1
109873,1
109874,1
109895,1
109897,1
109901,1
109908,1
109909,0
109917,1
109930,1
109937,1
109940,1
109941,1
109944,1
109953,1
109958,1
109981,1
109984,1
109991,1
110001,1
110002,1
110012,1
110013,1
110020,1
110025,0
110027,1
110028,1
110036,1
110040,1
110041,0
110045,0
110047,1
110050,1
110057,0
110072,1
110086,1
110088,0
110106,1
110109,1
110111,1
110114,1
110115,1
110122,1
110125,0
110141,1
110146,1
110149,1
110151,1
110153,1
110169,0
110174,1
110177,1
110178,1
110180,1
110191,0
110192,1
110195,1
110202,1
110203,0
110205,0
110207,1
110213,0
110214,1
110231,1
110233,1
110234,1
110237,1
110245,1
110246,1
110254,0
110256,1
110257,1
110261,0
110267,1
110279,1
110280,1
110302,0
110310,0
110313,0
110315,1
110322,1
110325,1
110326,0
110328,1
110334,0
110336,1
110353,1
110357,0
110368,1
110372,1
110374,0
110380,1
110389,1
110391,1
110398,1
110406,1
110410,1
110411,1
110412,1
110413,1
110415,0
110420,1
110422,1
110423,1
110432,1
110448,1
110451,1
110454,1
110456,1
110464,1
110475,1
110476,1
110477,1
110479,0
110485,1
110489,1
110499,0
110500,1
110501,0
110502,1
110515,1
110525,1
110526,0
110527,0
110530,0
110532,1
110536,1
110537,1
110542,1
110546,1
110554,1
110557,0
110558,1
110560,1
110566,1
110568,0
110571,1
110572,1
110573,1
110582,1
110584,1
110585,1
110596,1
110608,1
110609,0
110610,1
110611,1
110612,1
110613,1
110620,1
110621,1
110628,0
110633,1
110636,1
110647,1
110653,1
110658,1
110661,1
110669,1
110679,0
110683,0
110689,0
110690,1
110693,1
110694,0
110705,1
110707,1
110721,1
110727,1
110729,1
110732,1
110733,1
110734,1
110736,1
110743,0
110746,1
110748,1
110750,1
110751,1
110755,1
110756,1
110757,1
110758,1
110759,1
110761,1
110764,1
110765,1
110770,1
110782,1
110784,1
110786,1
110787,1
110795,0
110810,1
110825,0
110827,0
110828,1
110836,1
110838,1
110842,1
110847,0
110848,1
110850,1
110853,0
110864,0
110869,1
110871,1
110877,1
110878,1
110886,1
110897,1
110902,1
110903,1
110906,1
110909,1
110914,1
110915,1
110916,1
110919,0
110921,1
110929,1
110933,0
110937,0
110938,0
110939,0
110943,1
110949,0
110953,1
110963,1
110974,0
110975,1
110976,1
110996,1
110997,1
110999,1
111002,1
111005,0
111006,0
111020,1
111021,0
111023,1
111026,1
111027,1
111037,1
111041,1
111047,1
111054,1
111056,1
111058,1
111062,1
111070,1
111085,1
111090,0
111098,0
111100,0
111105,1
111106,0
111116,1
111131,1
111137,1
111157,1
111158,1
111160,1
111162,0
111165,1
111169,1
111170,1
111175,1
111176,1
111181,1
111183,1
111187,1
111190,1
111192,1
111194,1
111196,0
111205,1
111209,1
111213,1
111214,1
111218,1
111220,1
111225,1
111226,1
111231,1
111232,1
111235,1
111241,1
111243,1
111244,1
111248,1
111250,1
111251,1
111257,1
111260,1
111263,0
111270,1
111271,1
111277,1
111282,1
111287,0
111291,1
111295,1
111298,0
111300,1
111302,1
111303,1
111311,1
111316,1
111322,1
111326,1
111329,1
111333,0
111340,1
111352,1
111358,0
111359,0
111361,1
111376,1
111379,1
111380,1
111381,0
111386,0
111395,1
111397,1
111401,1
111407,1
111410,0
111428,1
111445,0
111447,1
111449,1
111463,1
111464,1
111465,1
111469,1
111471,1
111473,1
111488,1
111492,1
111500,1
111501,1
111505,1
111506,1
111509,0
111514,1
111517,1
111518,1
111532,1
111535,1
111543,1
111572,1
111574,1
111593,1
111606,1
111607,1
111610,1
111611,1
111612,1
111620,1
111622,1
111628,1
111630,1
111632,1
111635,1
111637,1
111650,1
111658,0
111660,0
111661,0
111663,1
111667,1
111671,1
111672,1
111681,0
111684,1
111685,1
111687,1
111695,1
111705,1
111711,1
111712,1
111717,1
111718,1
111720,1
111730,1
111732,0
111736,1
111740,0
111741,1
111742,1
111744,1
111745,1
111762,1
111764,0
111767,1
111769,0
111770,1
111785,1
111786,1
111793,1
111794,1
111798,0
111802,0
111808,1
111813,1
111814,1
111816,1
111817,1
111825,1
111853,1
111854,1
111856,0
111857,0
111859,1
111864,1
111868,1
111871,1
111872,1
111873,1
111890,1
111905,1
111906,1
111907,1
111908,1
111914,1
111916,0
111930,1
111937,1
111949,0
111957,1
111958,1
111962,1
111964,0
111965,0
111970,1
111987,1
111996,1
111998,1
112015,1
112040,1
112048,0
112053,1
112054,1
112056,1
112057,1
112062,1
112069,1
112070,1
112073,1
112074,1
112075,1
112096,1
112097,1
112098,1
112106,1
112121,0
112134,1
112152,1
112153,1
112158,1
112160,1
112161,1
112178,1
112181,1
112184,1
112194,1
112199,1
112200,1
112202,1
112204,1
112206,1
112231,1
112232,1
112233,1
112234,1
112241,1
112242,1
112243,1
112247,0
112249,1
112259,1
112261,0
112272,0
112305,1
112316,1
112317,1
112323,1
112327,1
112328,1
112331,0
112341,1
112342,0
112346,1
112350,0
112351,0
112359,0
112360,0
112379,1
112387,1
112389,1
112398,0
112431,0
112434,1
112435,1
112436,1
112442,1
112444,1
112447,1
112448,1
112449,1
112467,0
112468,0
112470,1
112471,1
112472,1
112476,1
112485,1
112502,1
112505,1
112511,1
112519,1
112523,1
112524,1
112525,1
112526,1
112533,1
112536,1
112554,1
112555,1
112559,1
112563,1
112569,1
112570,1
112574,1
112575,1
112587,1
112595,1
112606,0
112612,0
112619,1
112622,1
112623,0
112624,1
112641,1
112642,1
112643,0
112654,0
112687,1
112690,1
112694,1
112703,1
112707,1
112726,1
112740,1
112749,1
112753,0
112760,1
112761,1
112769,0
112786,1
112787,1
112788,1
112789,1
112790,1
112802,0
112804,1
112810,1
112813,0
112816,1
112823,1
112825,1
112842,1
112864,1
112865,1
112867,1
112872,1
112891,0
112902,1
112917,1
112918,0
112921,1
112925,1
112927,1
112932,0
112933,1
112939,1
112942,1
112943,1
112944,1
112947,1
112960,1
112972,1
112978,1
112993,1
112998,0
113006,1
113008,0
113011,0
113012,1
113017,1
113042,1
113043,1
113050,1
113060,1
113065,0
113067,1
113076,1
113077,1
113078,1
113096,1
113107,1
113108,1
113120,1
113131,1
113137,0
113143,0
113144,1
113159,1
113160,1
113167,1
113180,1
113181,1
113186,1
113204,0
113208,0
113226,1
113228,1
113236,0
113238,1
113242,1
113245,1
113257,0
113261,1
113271,1
113279,1
113287,1
113300,1
113325,0
113334,1
113349,1
113351,1
113353,1
113365,0
113368,0
113370,1
113375,1
113385,1
113394,1
113405,1
113408,1
113409,1
113413,0
113422,0
113427,1
113428,0
113433,1
113434,0
113438,0
113439,1
113440,1
113460,1
113470,1
113476,1
113498,0
113524,1
113529,1
113542,1
113547,1
113548,1
113559,0
113560,1
113572,1
113589,0
113590,1
113594,1
113598,1
113601,1
113603,0
113622,1
113623,1
113631,1
113655,1
113667,1
113671,1
113684,1
113687,0
113689,1
113693,1
113694,0
113701,1
113702,1
113709,1
113714,1
113717,0
113718,1
113729,1
113741,1
113743,1
113744,1
113745,0
113755,1
113772,1
113794,1
113804,1
113807,1
113809,1
113812,1
113813,1
113816,1
113840,1
113850,1
113858,1
113869,1
113878,1
113896,1
113900,1
113901,1
113909,1
113929,1
113930,1
113938,1
113955,1
113958,1
113966,1
113972,1
113980,1
113981,0
113995,1
113996,1
114008,0
114019,1
114054,1
114060,1
114064,1
114080,1
114086,1
114104,1
114108,1
114110,1
114121,1
114130,1
114138,1
114145,1
114147,1
114148,1
114154,0
114170,1
114193,1
114200,0
114202,1
114208,1
114210,1
114216,1
114217,1
114221,1
114229,0
114239,1
114257,1
114261,1
114279,1
114281,1
114292,1
114298,1
114303,1
114311,1
114312,1
114316,1
114320,1
114323,1
114324,1
114327,1
114328,1
114351,0
114356,0
114357,0
114375,1
114385,0
114388,1
114393,1
114397,1
114398,1
114416,1
114421,1
114430,1
114433,1
114434,0
114435,1
114436,1
114444,1
114447,0
114449,1
114455,1
114459,1
114460,1
114467,1
114468,1
114485,1
114490,1
114493,1
114496,1
114499,1
114533,0
114538,1
114552,1
114558,1
114560,1
114582,0
114587,1
114592,1
114593,1
114598,1
114600,1
114606,1
114618,1
114619,1
114621,1
114628,1
114630,1
114634,1
114643,0
114648,1
114657,1
114659,1
114667,1
114670,1
114671,1
114681,1
114683,1
114687,1
114703,1
114708,1
114709,1
114711,1
114714,1
114719,1
114722,0
114723,1
114728,1
114730,1
114735,1
114745,0
114752,0
114753,1
114763,1
114774,1
114791,1
114793,1
114795,1
114797,0
114804,1
114813,1
114821,1
114831,1
114834,1
114836,0
114838,0
114842,1
114851,1
114855,0
114858,1
114860,1
114875,1
114887,1
114892,1
114893,1
114894,1
114898,1
114902,1
114905,1
114908,1
114935,0
114943,1
114964,1
114965,1
114968,0
114977,1
114989,0
114994,1
114998,0
115005,1
115006,1
115007,0
115017,0
115024,1
115025,1
115039,1
115051,1
115052,1
115058,1
115071,1
115086,0
115097,1
115116,1
115119,1
115120,1
115140,0
115149,1
115150,1
115155,1
115174,0
115182,0
115183,0
115195,1
115200,1
115211,1
115216,1
115225,1
115227,1
115240,1
115248,1
115261,1
115272,1
115275,1
115285,0
115302,1
115303,1
115308,0
115311,1
115319,1
115321,1
115333,1
115336,0
115337,1
115340,1
115356,1
115358,1
115359,1
115362,1
115363,1
115371,0
115381,1
115382,1
115410,1
115414,1
115420,1
115425,1
115433,1
115447,0
115451,0
115454,1
115476,1
115479,0
